Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,hub_delta_v_less_than_1mph,hub_zip_code,hub_location,hub_crash_type,hub_is_police_reported,hub_is_any_injury_reported,data_period,reportable_v2,reportable_v3,filter_has_injury,filter_is_vru,filter_has_airbag,filter_has_tow,filter_is_5day_trigger,filter_is_single_vehicle,filter_waymo_struck_another,filter_deltav_over_1mph,filter_waymo_was_moving,filter_waymo_was_stationary
30270-10649,1,Waymo LLC,5-Day,,,MAY-2025,SADHW2S10M1, ,,Jaguar,I-Pace, ,2021.0, ,2c2f75d23c37307,128388.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 10, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,APR-2025, ,APR-2025,20:48, ,2ea8a855b7379fa,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Proceeding Straight,No,Yes,Yes,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On April [XXX], 2025 at 8:48 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling southbound on a narrow portion of [XXX] and was slowing to a stop for a passenger drop-off when a passenger car traveling southbound on [XXX] began passing the Waymo AV.  As the passenger car passed the Waymo AV, the passenger side of the passenger car made contact with the rear driver side of the Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,94103,SAN_FRANCISCO,V2V F2R,False,False,prior_june16,True,True,False,False,False,True,True,False,False,True,True,False
30270-10660,1,Waymo LLC,Monthly,5.0,2025.0,JUN-2025,SADHW2S13M1, ,,Jaguar,I-PACE, ,2021.0, ,f97408305266b85,151544.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 10, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAY-2025, ,MAY-2025,07:52, ,594c914927316a8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Portola Valley, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Daylight, , ,Y, , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , , , , , , , ,Y,Proceeding Straight,No,No,Yes,53.0, , , , , , , , ,Y, , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On May [XXX], 2025 at 7:52 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Portola Valley, California was in a collision involving a pickup truck tire on [XXX] near [XXX]. 
The Waymo AV was traveling northwestbound in the rightmost lane on [XXX] when the rear passenger side tire of a pickup truck traveling directly in front of the Waymo AV became dislodged and rolled into the barrier on the right edge of the roadway, then bounced off the barrier and into the Waymo AV's lane of travel. The Waymo AV activated its left turn signal and began to change lanes into the adjacent lane to the left and the test driver assumed manual control of the AV to move more aggressively to the left. As the AV was moving to the left, the tire made contact with the passenger side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged in autonomous mode due to the test driver assuming manual control 0.8s before impact. A test driver was present in the driver's seating position. The Waymo AV and the tire sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,prior_june16,False,False,False,False,False,False,False,False,False,False,True,False
30270-10663,1,Waymo LLC,5-Day,,,MAY-2025,SADHW2S12R1, ,,Jaguar,I-PACE, ,2024.0, ,e0846443b7c6da5,40048.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAY-2025, ,MAY-2025,07:44, ,dcdc0f9cfeb8580,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,Work Zone,25.0, ,Daylight,Y, , , , , , , ,,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , , , ,Y, , , ,Stopped,No,Yes,No Passengers in Vehicle,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On May [XXX], 2025 at 7:44 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a heavy truck on [XXX] at [XXX]. 
The Waymo AV was traveling eastbound on [XXX] when it encountered a heavy truck, which was carrying a telephone pole, stopped facing west on [XXX] on the eastbound side of the roadway. The Waymo AV began to pass the heavy truck and came to a stop alongside the trailer. While the Waymo AV remained stopped, the heavy truck proceeded westbound to the right of the Waymo AV and the passenger side of the utility pole trailer of the heavy truck made contact with the front passenger side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,True,94107,SAN_FRANCISCO,V2V Head-on,False,False,prior_june16,True,True,False,False,False,True,True,False,False,False,False,True
30270-10664,1,Waymo LLC,5-Day,,,MAY-2025,SADHW2S12R1, ,,Jaguar,I-PACE, ,2024.0, ,d95a931fbcfbce4,7967.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAY-2025, ,MAY-2025,07:06, ,4468efe647fd81a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, ,Y, , , , , , , , , ,Proceeding Straight,No,Yes,Yes,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On May [XXX], 2025 at 7:06 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a heavy truck on [XXX] near [XXX]. 
The Waymo AV was traveling northwestbound on a narrow portion of [XXX] and came to a stop yielding to a garbage truck traveling southeastbound on [XXX]. As the Waymo AV remained stopped, the garbage truck passed by the Waymo AV and the driver side of the garbage truck made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,90016,LOS_ANGELES,V2V Head-on,False,False,prior_june16,True,True,False,False,False,True,True,False,False,True,True,False
30270-10666,1,Waymo LLC,Monthly,4.0,2025.0,MAY-2025,SADHW2S14R1, ,,Jaguar,I-Pace, ,2024.0, ,2d4215722bfaccc,29304.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,APR-2025, ,APR-2025,01:15, ,e3f948feabc1ec0,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Parked,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On April [XXX], 2025 at 1:15 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was parked at the curb facing west following a passenger drop-off on [XXX]. While the Waymo AV remained stationary, a passenger car traveling westbound on [XXX] initially stopped behind the Waymo AV, then proceeded to pass to Waymo AV on the left, and the passenger side of the passenger car made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,94109,SAN_FRANCISCO,V2V Lateral,False,False,prior_june16,False,True,False,False,False,False,False,False,False,True,False,True
30270-10667,1,Waymo LLC,Monthly,4.0,2025.0,MAY-2025,SADHW2S1XR1, ,,Jaguar,I-Pace, ,2024.0, ,cd9f9f3d73ea6d7,25560.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,APR-2025, ,APR-2025,01:52, ,ea64f82e23169bd,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Scottsdale, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,15.0, ,Dark - Lighted,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , , , ,Y, , , ,Parked,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On April [XXX], 2025 at 1:52 AM MST a Waymo Autonomous Vehicle (""Waymo AV"") operating in Scottsdale, Arizona was in a collision involving an SUV in an alley behind [XXX]. 
The Waymo AV was parked in-lane with hazard lights activated, facing north in an alley behind [XXX] for a passenger pick-up. An SUV traveling northbound in the alley came to a stop behind the Waymo AV, then began to pass the Waymo AV on the left side. As the SUV passed by the parked Waymo AV, the passenger side of the SUV made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The SUV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,True,85251,PHOENIX,V2V Lateral,False,False,prior_june16,False,False,False,False,False,False,False,False,False,False,False,True
30270-10668,1,Waymo LLC,Monthly,4.0,2025.0,MAY-2025,SADHW2S17R1, ,,Jaguar,I-Pace, ,2024.0, ,52020cdc469756a,42349.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,APR-2025, ,APR-2025,10:41, ,f83f7c37e14f52b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, ,Y, , , , , , , , , ,Stopped,No,No,Yes,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On April [XXX], 2025 at 10:41 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a pickup truck on [XXX] at [XXX]. 
The Waymo AV was stopped facing north at a red light on [XXX] with the left turn signal activated, preparing to make an unprotected left turn onto [XXX]. A pickup truck traveling eastbound on [XXX] made a right turn onto [XXX] and made contact with a passenger car parked facing south at the curb near the intersection with [XXX]. As the pickup truck maneuvered away from the passenger car and continued to proceed southbound on [XXX], the driver side of the pickup truck then made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The pickup truck sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,94133,SAN_FRANCISCO,V2V Head-on,False,False,prior_june16,False,True,False,False,False,False,False,False,False,True,False,True
30270-10669,1,Waymo LLC,Monthly,4.0,2025.0,MAY-2025,SADHW2S13R1, ,,Jaguar,I-Pace, ,2024.0, ,2690be51e94a667,16699.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,APR-2025, ,APR-2025,12:28, ,f976fa0a6769f43,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Scottsdale, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,15.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Backing,No,No, , , ,Y, , , , , , , ,Parked,No,No,No Passengers in Vehicle,0.0, , ,Y, , , , , , , , , , , ,Y, ,Y,Y, , ,Yes,Scottsdale Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,Yes, ,"On April [XXX], 2025 at 12:28 PM MST a Waymo Autonomous Vehicle (""Waymo AV"") operating in Scottsdale, Arizona was in a collision involving a passenger car in a parking lot near [XXX]. 
The Waymo AV was traveling westbound in a parking lot near [XXX] when it stopped for a rider pick-up. While the Waymo AV remained parked with hazard lights activated, a passenger car in a parking spot to the left of the Waymo AV reversed and the rear of the passenger car made contact with the driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,85251,PHOENIX,V2V Backing,True,False,prior_june16,False,True,False,False,False,False,False,False,False,True,False,True
30270-10670,1,Waymo LLC,Monthly,4.0,2025.0,MAY-2025,SADHW2S18R1, ,,Jaguar,I-Pace, ,2024.0, ,ede216a844eb9d3,9800.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,APR-2025, ,APR-2025,21:03, ,dd9bdf3842a1996,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Tempe, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,15.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , , , , ,Y, , ,Parked,No,No,"No, see Narrative",0.0, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On April [XXX], 2025 at 9:03 PM MST a Waymo Autonomous Vehicle (""Waymo AV"") operating in Tempe, Arizona was in a collision involving a passenger car in a parking lot at [XXX]. 
The Waymo AV was parked facing north in a narrow portion of a parking lot at [XXX] for a passenger drop-off. While the Waymo AV remained parked, a passenger car traveling southbound in the parking lot proceeded to pass the Waymo AV on the right, and the front passenger side of the passenger car made contact with the front passenger side of the stationary Waymo AV. A passenger, who was seated in the rear of the Waymo AV, was not belted at the time of the collision as they were preparing to exit the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,85281,PHOENIX,V2V Lateral,False,False,prior_june16,False,True,False,False,False,False,False,False,False,True,False,True
30270-10671,1,Waymo LLC,Monthly,4.0,2025.0,MAY-2025,SADHW2S12R1, ,,Jaguar,I-Pace, ,2024.0, ,fd0e441f48cee0d,34256.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,APR-2025, ,APR-2025,21:42, ,3f3bf8d93dbfe14,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Backing,No,No, , , ,Y, , , , , , , ,Stopped,No,No,Yes,0.0, , , , , , ,Y, , , , , , , ,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,Yes, ,"On April [XXX], 2025 at 9:42 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] near [XXX]. 
The Waymo AV was traveling eastbound on [XXX] in the center lane when an SUV traveling directly in front of the Waymo AV came to a stop. The Waymo AV slowed to a stop, yielding to the stopped SUV when the SUV reversed, stopped momentarily, then continued to reverse, and the rear of the SUV made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,94103,SAN_FRANCISCO,V2V Backing,True,False,prior_june16,False,True,False,False,False,False,False,False,False,True,False,True
30270-10672,1,Waymo LLC,Monthly,4.0,2025.0,MAY-2025,SADHW2S16R1, ,,Jaguar,I-Pace, ,2024.0, ,b9e96b138ab8e57,41436.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,APR-2025, ,APR-2025,05:59, ,894062e6b5b6b77,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,15.0, ,Dark - Lighted,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Backing,No,No, , , , , , ,Y, , , , ,Stopped,No,No,Yes,0.0, , , ,Y, , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On April [XXX], 2025 at 5:59 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] near [XXX]. 
The Waymo AV was traveling southwest bound on [XXX] when it slowed to a stop as it approached an SUV reversing in the roadway. The Waymo AV reversed to make room for the reversing SUV and came to a stop at the right side of the roadway with hazard lights activated. The SUV continued reversing on the left side of the roadway and the rear passenger side of the SUV made contact with the front driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,False,90015,LOS_ANGELES,V2V Backing,False,False,prior_june16,False,True,False,False,False,False,False,False,False,True,False,True
30270-10673,1,Waymo LLC,5-Day,,,MAY-2025,SADHW2S19R1, ,,Jaguar,I-Pace, ,2024.0, ,d38a9c8870c899e,16256.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAY-2025, ,MAY-2025,09:59, ,ec072be87c1b410,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,35.0, ,Daylight,Y, , , , , , , ,,Heavy Truck,No Injuries Reported,Yes,Backing,No,No, , , , , , ,Y, , , , ,Stopped,No,Yes,Yes,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On May [XXX], 2025 at 9:59 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a box truck and trailer on [XXX] at [XXX]. 
The Waymo AV was traveling southeastbound on [XXX] in the leftmost lane when it stopped at the intersection of [XXX] to yield to a box truck hauling a trailer within the intersection. The heavy truck was facing southwest, apparently attempting a multi-point turn. The truck stopped and the Waymo AV began to pass the truck on the left. The truck began reversing as the Waymo AV was passing and the Waymo AV came to a stop to yield to the truck. While the Waymo AV remained stopped, the truck continued to reverse, and the rear passenger side of the trailer made contact with the front passenger side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,True,90012,LOS_ANGELES,V2V Backing,False,False,prior_june16,True,True,False,False,False,True,True,False,False,False,False,True
