Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,Data Period,VIN Decoded,Make - Unknown,Automation Feature Version,Automation Feature Version CBI,Engagement Status,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Partly Cloudy,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Reason Not In Hub
30270-13197,1,Waymo LLC,5-Day,,,NOV-2025,SADHW2S13R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,ffa7f9ea6625ecf,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,00:14, ,fd92b0f3985c4b4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,Passenger Car,Property Damage. No Injured Reported,,Proceeding Straight,,, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On November 23, 2025 at 12:14 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on Sunset Boulevard at N. Coronado Street. 
The Waymo AV was traveling northwestbound in the third to the right lane on Sunset Boulevard when it came to a stop in a queue of traffic for a red light at the intersection with N. Coronado Street. While the Waymo AV was stopped, a passenger car traveling northwestbound in the third to the right lane on Sunset Boulevard approached the Waymo AV from behind and the front of the passenger car made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-13198,1,Waymo LLC,5-Day,,,NOV-2025,SADHW2S1XM1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2021.0, ,3f5f631b7210b62,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,10:09, ,2908275d904dec6,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,,Y, , , , , ,,,,Passenger Car,Unknown,,Proceeding Straight,,, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Crash Partner, No Subject Vehicle",Subject Vehicle - No Passenger In Vehicle,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,San Francisco Police Department, ,,,,,,,,Yes, ,"On November 21, 2025 at 10:09 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on Silver Avenue at San Bruno Avenue.
The Waymo AV was stopped in the right lane on Silver Avenue, southwestbound for a red light at the intersection with San Bruno Avenue. While the Waymo AV remained stopped, a passenger car that was initially stopped directly behind the Waymo AV proceeded forward, and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Neither vehicle sustained damage. The driver of the passenger car was transported from the scene to a hospital with unknown injuries.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because an individual involved was transported from the scene to a hospital for medical treatment. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-13199,1,Waymo LLC,Monthly,11.0,2025.0,DEC-2025,SADHW2S10R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,a1622129a5a9075,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,02:48, ,cf7fad3cdabde9d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,West Hollywood, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,, , , , ,Y, ,,,,Pickup Truck,Property Damage. No Injured Reported,,Proceeding Straight,,, , ,Y, , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On November 15, 2025 at 2:48 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in West Hollywood, California was in a collision involving a pickup truck on N. San Vicente Boulevard at Santa Monica Boulevard. 
The Waymo AV was stopped facing south with its right turn signal activated, partially in the right turn lane and partially in the second from the right lane, on N. San Vicente Boulevard for a red light at the intersection with Santa Monica Boulevard. While the Waymo AV was stopped, a pickup truck that was initially stopped in the second from the right lane directly behind the Waymo AV proceeded forward and the front right side of the pickup truck made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-13201,1,Waymo LLC,Monthly,11.0,2025.0,DEC-2025,SADHW2S16R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,273136d68399ed3,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,06:08, ,f6c34d57b306684,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,First Responder Vehicle,Property Damage. No Injured Reported,,Backing,,, , , , , , ,Y, , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,,San Francisco Police Department, ,,,,,,,,Yes, ,"On November 11, 2025 at 6:08 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a first responder vehicle on Laguna Street near Turk Street. 
The Waymo AV was traveling southbound on Laguna Street and came to a stop to yield to a police SUV that was traveling southbound on Laguna Street and had stopped in-lane. While the Waymo AV was stopped, the police SUV reversed and the rear of the police SUV made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-13202,1,Waymo LLC,5-Day,,,NOV-2025,SADHW2S18R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,71d6941f688d0f0,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,21:31, ,1459efa140d66de,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,,,,,,Y, , , , , ,,,,SUV,Property Damage. No Injured Reported,,Backing,,, , , ,Y, , , , , , , ,Passing,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,7.0, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On November 23, 2025 at 9:31 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving an SUV in a parking lot at 21001 N. Tatum Boulevard.
The Waymo AV was stopped facing east at the curb in a parking lot at 21001 N. Tatum Boulevard with its hazard lights activated for a passenger drop-off. While the Waymo AV was stopped, an SUV traveling westbound in the parking lot initiated a left turn into a passenger loading zone driveway and slowed to a stop facing south, within the Waymo AV's lane of travel. The Waymo AV proceeded forward and maneuvered to the left to pass the rear of the SUV. While the Waymo AV was passing the SUV, the SUV began to reverse and the rear driver side of the SUV made contact with the rear passenger side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-13204,1,Waymo LLC,Monthly,11.0,2025.0,DEC-2025,SADHW2S15R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,ebb5b1fdc239147,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,02:33, ,78c1cd4769f96d4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,,Y, , , , , ,,,,SUV,Property Damage. No Injured Reported,,Making Right Turn,,, , ,Y, , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On November 20, 2025 at 2:33 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on E. 15th Street at S. Alameda Street. 
The Waymo AV was stopped facing west on E. 15th Street for a red light at the intersection at S. Alameda Street with its right turn signal activated. The Waymo AV began to initiate a right turn and then came to a stop before entering S. Alameda Street. An SUV that was making a right turn directly behind the Waymo AV proceeded forward and the front of the SUV made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-13205,1,Waymo LLC,Monthly,11.0,2025.0,DEC-2025,SADHW2S12R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,6d2318ba0a5406d,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,21:16, ,a30779c2f50647e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,SUV,Property Damage. No Injured Reported,,Passing,,, , , , , , , ,Y, , , ,Parked,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On November 20, 2025 at 9:16 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on Powell Street near Geary Street. 
The Waymo AV was traveling southbound on Powell Street in the right turn lane when it slowed to a stop and parked at the curb for a passenger drop-off with its hazard lights activated. While the Waymo AV was stopped, an SUV that was traveling southbound on Powell Street behind the Waymo AV proceeded to pass to the left of the parked Waymo AV. As the SUV was passing the Waymo AV, a passenger in the Waymo AV opened the rear left door and the right side of the SUV made contact with the open rear left door of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. One of the passengers in the Waymo AV was not belted at the time of the collision, as they were preparing to exit the Waymo AV.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-13206,1,Waymo LLC,Monthly,11.0,2025.0,DEC-2025,SADHW2S11R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,a862c8051fbc12b,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,08:32, ,6c0b324ca409978,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,Heavy Truck,Property Damage. No Injured Reported,,Proceeding Straight,,, , , ,Y, , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On November 21, 2025 at 8:32 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a heavy truck on Toland Street near Toland Place.
The Waymo AV was traveling southwestbound on a narrow portion of Toland Street when it came to a stop to yield to a heavy truck traveling northeastbound on Toland Street. As the heavy truck was passing the Waymo AV, the rear left side of the heavy truck made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-13235,1,Waymo LLC,Monthly,11.0,2025.0,DEC-2025,SADHW2S17R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,8728edfe6c7deed,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,10:36, ,d0fc94d6374ada4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,, , , , , , ,,,,Van,Property Damage. No Injured Reported,,Making Right Turn,,, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On November 23, 2025 at 10:36 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a van on Crestlake Drive at Sloat Boulevard. 
The Waymo AV was stopped facing south with its right turn signal activated on Crestlake Drive for a stop sign at the intersection with Sloat Boulevard. While the Waymo AV remained stopped for westbound traffic on Sloat Boulevard, a van that was traveling eastbound on Crestlake Drive and making a right turn towards the intersection with Sloat Boulevard approached the Waymo AV from behind, and the front of the van made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , ,Y, , , , ,Likely newer than hub update cycle (post-June 2025)
30270-13236,1,Waymo LLC,Monthly,11.0,2025.0,DEC-2025,SADHW2S15R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,15a27e37627e8f0,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,00:23, ,15cb5b781820fcc,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,SUV,Property Damage. No Injured Reported,,Proceeding Straight,,, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On November 23, 2025 at 12:23 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on Santa Monica Boulevard at Avenue of the Stars.
The Waymo AV was traveling southwestbound in the third from the right lane on Santa Monica Boulevard when it slowed to a stop in a queue of traffic for a red light at the intersection with Avenue of the Stars. While the Waymo AV was stopped, an SUV traveling southwestbound in the third from the right lane on Santa Monica Boulevard approached the Waymo AV from behind, and the front of the SUV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-13238,1,Waymo LLC,Monthly,11.0,2025.0,DEC-2025,SADHW2S18R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,88de18aafbf11eb,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,12:04, ,ea62cd0a21f6a7a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,Passenger Car,Property Damage. No Injured Reported,,Backing,,, , , , , , ,Y, , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On November 7, 2025 at 12:04 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on Florida Street near 20th Street.
The Waymo AV was traveling southbound on Florida Street when it slowed to a stop for a passenger car that was initially traveling southbound on Florida Street and had stopped in-lane. While the Waymo AV was stopped, the passenger car reversed and the rear of the passenger car made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-13239,1,Waymo LLC,5-Day,,,NOV-2025,SADHW2S14R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,7c3f1de66ea3713,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,NOV-2025, ,,20:15, ,139935829f21dda,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,Passenger Car,Property Damage. No Injured Reported,,Proceeding Straight,,, , , , , , , , ,Y, , ,Making Left Turn,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,1.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On November 25, 2025 at 8:15 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on Bryant Street at Mariposa Street.
The Waymo AV was traveling southbound on Bryant Street with its left turn signal activated when it came to a stop at the stop sign at the intersection with Mariposa Street in preparation for a left turn. The Waymo AV then proceeded forward to initiate a left turn onto Mariposa Street, and a passenger car traveling southbound on Bryant Street behind the Waymo AV approached the Waymo AV from behind and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
